Id,Nombre,CostoUnitario,Iva
285,Router inalámbrico,6311608,0.19
880,Máquina de afeitar eléctrica,1051965,0.19
1924,Proyector,7033531,0.19
2779,Smartphone,1906441,0.19
1780,Máquina de afeitar eléctrica,8654035,0.19
1914,Robot aspirador,6228372,0.19
1440,Tablet,6301972,0.19
232,Reproductor de DVD/Blu-ray,1424669,0.19
1725,Máquina de afeitar eléctrica,6114395,0.19
222,Monitor de computadora,9673605,0.19
2639,Auriculares inalámbricos,4896788,0.19
2992,Laptop,8622124,0.19
1060,Plancha de ropa con vapor,7679839,0.19
2458,Ratón óptico,9603142,0.19
839,Kit de realidad virtual (VR),1154915,0.19
22,Altavoces Bluetooth,9716319,0.19
708,Monitor de computadora,8738426,0.19
2568,Cámara digital,1040344,0.19
781,Ratón óptico,4655162,0.19
459,Impresora,9301685,0.19
2118,Kit de realidad virtual (VR),2714167,0.19
2860,Batería externa,2318606,0.19
2600,Tablet,6543023,0.19
131,Router inalámbrico,2846270,0.19
1313,Smartphone,2152516,0.19
2044,Proyector,8807527,0.19
1527,Termostato inteligente,9456899,0.19
2494,Monitor de computadora,4369367,0.19
21,Termostato inteligente,9540990,0.19
2283,Consola de videojuegos,7229991,0.19
39,Impresora,517402,0.19
1043,Auriculares inalámbricos,8643357,0.19
551,Teclado mecánico,5446756,0.19
2510,Televisor,7237064,0.19
203,Máquina de afeitar eléctrica,7321108,0.19
2365,Teclado mecánico,5009856,0.19
2242,Reloj inteligente para deportes,646798,0.19
2493,Videocámara,8471938,0.19
422,Router inalámbrico,1475114,0.19
722,Linterna LED,7550907,0.19
1260,Cámara digital,7089619,0.19
1855,Reproductor de DVD/Blu-ray,6844574,0.19
2523,Proyector,9962662,0.19
162,Kit de realidad virtual (VR),3759736,0.19
1158,Teclado mecánico,4891268,0.19
2330,Consola de videojuegos,5425504,0.19
2040,Máquina de afeitar eléctrica,5924811,0.19
1374,Router inalámbrico,7417818,0.19
298,Impresora,2697881,0.19
1607,Ratón óptico,8252648,0.19
1174,Videocámara,1387760,0.19
24,Smartphone,586083,0.19
328,Cámara digital,7600789,0.19
2414,Tableta gráfica,5322272,0.19
940,Proyector,6091218,0.19
948,Ratón óptico,4130238,0.19
2438,Teclado mecánico,2047872,0.19
2143,Cámara digital,3766362,0.19
1442,Sistema de sonido envolvente,7975062,0.19
1863,Videocámara,5444487,0.19
2128,Kit de realidad virtual (VR),6913936,0.19
2136,Termostato inteligente,6374575,0.19
338,Batería externa,4640238,0.19
689,Teclado mecánico,2328187,0.19
2942,Laptop,9750484,0.19
2231,Plancha de ropa con vapor,6895348,0.19
2853,Kit de realidad virtual (VR),2344595,0.19
842,Sistema de sonido envolvente,7990145,0.19
2284,Cargador inalámbrico,8177134,0.19
1610,Batería externa,1261876,0.19
215,Videocámara,5175041,0.19
36,Teclado mecánico,5931655,0.19
1454,Router inalámbrico,7538988,0.19
72,Reproductor de DVD/Blu-ray,8618959,0.19
1709,Reloj inteligente para deportes,4241709,0.19
1859,Dron,4265117,0.19
1982,Máquina de afeitar eléctrica,2245042,0.19
182,Batería externa,8583639,0.19
138,Dron,9710869,0.19
27,Ratón óptico,9734100,0.19
923,Smartwatch,1606507,0.19
1701,Smartphone,3762774,0.19
673,Plancha de ropa con vapor,4063780,0.19
2234,Altavoces Bluetooth,3831014,0.19
1945,Cargador inalámbrico,2658804,0.19
1687,Cámara digital,2397305,0.19
1113,Ratón óptico,1263100,0.19
1387,Smartwatch,2970231,0.19
2583,Robot aspirador,3677941,0.19
1748,Videocámara,5396513,0.19
1622,Reloj inteligente para deportes,3061340,0.19
2833,Dron,3634637,0.19
234,Impresora,5690316,0.19
2915,Batería externa,5821425,0.19
977,Consola de videojuegos,7850556,0.19
1667,Batería externa,4910059,0.19
620,Monitor de computadora,2507177,0.19
1012,Kit de realidad virtual (VR),5473947,0.19
1967,Impresora,6888695,0.19
44,Termostato inteligente,1479422,0.19
1820,Reproductor de DVD/Blu-ray,5080167,0.19
2527,Sistema de sonido envolvente,1650203,0.19
2067,Plancha de ropa con vapor,807559,0.19
2636,Termostato inteligente,3381875,0.19
2501,Tableta gráfica,4842003,0.19
37,Router inalámbrico,7663072,0.19
2959,Cámara digital,8492169,0.19
1375,Televisor,6734435,0.19
2143,Máquina de afeitar eléctrica,9971422,0.19
2018,Laptop,9259563,0.19
2201,Tablet,1996949,0.19
1626,Robot aspirador,1003864,0.19
1848,Linterna LED,6457728,0.19
2656,Máquina de afeitar eléctrica,5768068,0.19
2276,Tablet,7126860,0.19
761,Teclado mecánico,8403117,0.19
1744,Ratón óptico,591871,0.19
862,Tableta gráfica,6445992,0.19
2550,Smartwatch,8262123,0.19
2861,Laptop,8629214,0.19
1230,Disco duro externo,4756119,0.19
750,Cargador inalámbrico,4448256,0.19
1259,Router inalámbrico,6647404,0.19
2441,Videocámara,8103182,0.19
928,Tableta gráfica,7263722,0.19
1454,Tableta gráfica,2115274,0.19
1104,Altavoces Bluetooth,2638622,0.19
2251,Impresora,1036839,0.19
1592,Monitor de computadora,3548233,0.19
1317,Kit de realidad virtual (VR),9094344,0.19
1667,Videocámara,8782377,0.19
18,Reloj inteligente para deportes,632027,0.19
590,Plancha de ropa con vapor,7418549,0.19
181,Ratón óptico,869968,0.19
887,Smartwatch,8184159,0.19
2861,Teclado mecánico,4706540,0.19
828,Televisor,7454681,0.19
2092,Altavoces Bluetooth,2983939,0.19
2596,Termostato inteligente,7485930,0.19
2809,Televisor,1290609,0.19
2688,Teclado mecánico,9079531,0.19
965,Linterna LED,6872945,0.19
1166,Monitor de computadora,6444578,0.19
1724,Tablet,6742795,0.19
2326,Reloj inteligente para deportes,9294219,0.19
1998,Ratón óptico,2851791,0.19
372,Máquina de afeitar eléctrica,6616660,0.19
2242,Proyector,9787860,0.19
2174,Auriculares inalámbricos,1786717,0.19
1410,Smartwatch,8838592,0.19
1762,Altavoces Bluetooth,813037,0.19
475,Router inalámbrico,5131742,0.19
2859,Teclado mecánico,9711630,0.19
2459,Robot aspirador,2656241,0.19
2569,Disco duro externo,9574400,0.19
2476,Linterna LED,8783959,0.19
898,Batería externa,696862,0.19
435,Reloj inteligente para deportes,6572037,0.19
847,Impresora,8437121,0.19
1700,Dron,4894825,0.19
933,Máquina de afeitar eléctrica,9548802,0.19
1590,Teclado mecánico,1121160,0.19
1493,Router inalámbrico,7740813,0.19
2001,Tableta gráfica,7903135,0.19
1429,Router inalámbrico,4944235,0.19
1155,Consola de videojuegos,4205483,0.19
988,Sistema de sonido envolvente,646791,0.19
849,Laptop,2723347,0.19
402,Monitor de computadora,809022,0.19
935,Linterna LED,3232492,0.19
2851,Monitor de computadora,7721322,0.19
806,Monitor de computadora,6336187,0.19
1864,Altavoces Bluetooth,1622169,0.19
2467,Termostato inteligente,5846113,0.19
1858,Proyector,9662091,0.19
1996,Batería externa,4339872,0.19
1252,Televisor,841940,0.19
4,Auriculares inalámbricos,3097696,0.19
324,Sistema de sonido envolvente,6027743,0.19
2096,Videocámara,626996,0.19
2991,Cámara digital,1676777,0.19
515,Robot aspirador,9697111,0.19
2145,Sistema de sonido envolvente,2949830,0.19
2730,Kit de realidad virtual (VR),4962373,0.19
1851,Smartwatch,7762062,0.19
1492,Ratón óptico,2288769,0.19
1151,Plancha de ropa con vapor,686172,0.19
249,Cargador inalámbrico,7046596,0.19
1394,Impresora,1827446,0.19
170,Batería externa,6852880,0.19
2812,Plancha de ropa con vapor,592193,0.19
1933,Cámara digital,2813917,0.19
1794,Sistema de sonido envolvente,6202958,0.19
1025,Sistema de sonido envolvente,6223312,0.19
2817,Linterna LED,2633179,0.19
1840,Ratón óptico,1149986,0.19
1991,Máquina de afeitar eléctrica,1467646,0.19
1542,Termostato inteligente,6532950,0.19
735,Máquina de afeitar eléctrica,8410401,0.19
1721,Batería externa,3795118,0.19
85,Consola de videojuegos,5819882,0.19
1664,Laptop,4157746,0.19
1270,Altavoces Bluetooth,1975666,0.19
2697,Dron,4457094,0.19
375,Proyector,8017334,0.19
447,Router inalámbrico,1499429,0.19
2534,Máquina de afeitar eléctrica,8223745,0.19
2236,Tablet,777947,0.19
2607,Sistema de sonido envolvente,1782322,0.19
686,Auriculares inalámbricos,4363041,0.19
1882,Proyector,3265462,0.19
1365,Termostato inteligente,2194745,0.19
123,Cargador inalámbrico,7242514,0.19
2875,Sistema de sonido envolvente,8096562,0.19
2403,Reloj inteligente para deportes,3212400,0.19
1706,Tableta gráfica,8619460,0.19
261,Máquina de afeitar eléctrica,9732708,0.19
410,Laptop,9034013,0.19
1233,Máquina de afeitar eléctrica,9278821,0.19
1707,Disco duro externo,3008824,0.19
2825,Altavoces Bluetooth,9469356,0.19
614,Televisor,2953268,0.19
918,Router inalámbrico,5545050,0.19
1003,Auriculares inalámbricos,7284721,0.19
166,Sistema de sonido envolvente,896175,0.19
431,Televisor,1093663,0.19
2900,Kit de realidad virtual (VR),4215155,0.19
641,Disco duro externo,663409,0.19
1451,Ratón óptico,8292733,0.19
252,Kit de realidad virtual (VR),5636895,0.19
539,Reproductor de DVD/Blu-ray,4230626,0.19
1739,Batería externa,1333720,0.19
2452,Televisor,5404122,0.19
534,Ratón óptico,9381512,0.19
786,Smartwatch,4787190,0.19
2985,Dron,7836493,0.19
1267,Cargador inalámbrico,2081712,0.19
300,Máquina de afeitar eléctrica,9148124,0.19
2784,Router inalámbrico,7619010,0.19
1147,Disco duro externo,682807,0.19
2304,Termostato inteligente,1764094,0.19
872,Disco duro externo,5168174,0.19
2934,Tableta gráfica,8600765,0.19
976,Altavoces Bluetooth,947056,0.19
558,Kit de realidad virtual (VR),3526505,0.19
1576,Reloj inteligente para deportes,2564175,0.19
886,Consola de videojuegos,3759255,0.19
1009,Linterna LED,8684686,0.19
2284,Consola de videojuegos,983691,0.19
2169,Tableta gráfica,5481923,0.19
2920,Ratón óptico,500716,0.19
2603,Máquina de afeitar eléctrica,8757810,0.19
954,Máquina de afeitar eléctrica,8384735,0.19
1682,Tablet,8935107,0.19
89,Batería externa,4381731,0.19
2702,Termostato inteligente,8195985,0.19
48,Videocámara,8928723,0.19
2718,Tablet,3665454,0.19
552,Máquina de afeitar eléctrica,9357601,0.19
268,Monitor de computadora,8679248,0.19
1311,Impresora,3745297,0.19
332,Laptop,8094440,0.19
2736,Router inalámbrico,5169483,0.19
2367,Dron,8349296,0.19
1194,Robot aspirador,8629398,0.19
1648,Impresora,2530677,0.19
1066,Cámara digital,9883130,0.19
2205,Tablet,3075187,0.19
2890,Cargador inalámbrico,8518675,0.19
505,Ratón óptico,9361669,0.19
2538,Tablet,1576679,0.19
1928,Dron,1551118,0.19
2468,Cargador inalámbrico,8534055,0.19
620,Robot aspirador,4960184,0.19
1910,Sistema de sonido envolvente,2360295,0.19
1406,Linterna LED,2361087,0.19
308,Ratón óptico,9951507,0.19
2236,Impresora,3282660,0.19
2457,Smartwatch,5471344,0.19
280,Sistema de sonido envolvente,4928391,0.19
1191,Tablet,3800768,0.19
2856,Auriculares inalámbricos,4975279,0.19
1224,Smartwatch,7441454,0.19
217,Batería externa,740907,0.19
640,Router inalámbrico,7179808,0.19
369,Proyector,9444402,0.19
1282,Plancha de ropa con vapor,3233025,0.19
1540,Videocámara,8646959,0.19
2030,Reloj inteligente para deportes,1341778,0.19
837,Monitor de computadora,5251063,0.19
2171,Impresora,5459533,0.19
2205,Cargador inalámbrico,901621,0.19
1486,Robot aspirador,6310046,0.19
859,Impresora,4885198,0.19
513,Consola de videojuegos,9739538,0.19
1104,Reloj inteligente para deportes,7933680,0.19
530,Disco duro externo,2141176,0.19
2955,Teclado mecánico,3348137,0.19
1402,Reproductor de DVD/Blu-ray,4096386,0.19
188,Router inalámbrico,2379085,0.19
1140,Smartwatch,1075526,0.19
2496,Máquina de afeitar eléctrica,1641023,0.19
2436,Batería externa,6078775,0.19
869,Altavoces Bluetooth,2636111,0.19
169,Tablet,7564663,0.19
260,Videocámara,5772084,0.19
1584,Altavoces Bluetooth,1918279,0.19
2074,Cargador inalámbrico,2009552,0.19
327,Reproductor de DVD/Blu-ray,758338,0.19
132,Kit de realidad virtual (VR),6794079,0.19
2207,Monitor de computadora,910368,0.19
1803,Cámara digital,8157673,0.19
2946,Robot aspirador,9803462,0.19
714,Impresora,3142816,0.19
1990,Cargador inalámbrico,7893242,0.19
2027,Reproductor de DVD/Blu-ray,4687452,0.19
2387,Monitor de computadora,4902026,0.19
2446,Disco duro externo,4621666,0.19
139,Sistema de sonido envolvente,9790835,0.19
274,Proyector,5936411,0.19
1152,Cámara digital,939047,0.19
574,Cámara digital,3772783,0.19
1502,Batería externa,1714095,0.19
400,Videocámara,3837548,0.19
2592,Smartwatch,6531131,0.19
251,Monitor de computadora,8637019,0.19
475,Televisor,7980975,0.19
175,Kit de realidad virtual (VR),6619732,0.19
42,Altavoces Bluetooth,4863657,0.19
353,Cámara digital,7746340,0.19
348,Reproductor de DVD/Blu-ray,9781390,0.19
1731,Termostato inteligente,5293123,0.19
1808,Auriculares inalámbricos,5440883,0.19
2168,Plancha de ropa con vapor,1141978,0.19
471,Consola de videojuegos,8731544,0.19
1410,Televisor,4089611,0.19
1693,Linterna LED,9461962,0.19
737,Robot aspirador,2585493,0.19
193,Laptop,2115342,0.19
1970,Cargador inalámbrico,6693808,0.19
2031,Linterna LED,7598443,0.19
2827,Videocámara,5806110,0.19
1247,Cámara digital,8094341,0.19
197,Laptop,9259096,0.19
2699,Robot aspirador,9743302,0.19
2997,Reproductor de DVD/Blu-ray,6383755,0.19
2920,Sistema de sonido envolvente,8971175,0.19
217,Televisor,7863113,0.19
699,Tablet,6347163,0.19
1050,Ratón óptico,5407937,0.19
2848,Sistema de sonido envolvente,9974586,0.19
2522,Proyector,4471644,0.19
2716,Kit de realidad virtual (VR),558658,0.19
367,Reproductor de DVD/Blu-ray,5492093,0.19
2586,Laptop,7313919,0.19
1508,Reproductor de DVD/Blu-ray,3328806,0.19
2702,Impresora,2535906,0.19
1529,Proyector,4196126,0.19
2835,Plancha de ropa con vapor,7844181,0.19
392,Cámara digital,6894621,0.19
1685,Smartphone,7343635,0.19
2755,Tablet,3178179,0.19
500,Batería externa,5990854,0.19
2397,Monitor de computadora,1855675,0.19
588,Dron,9329484,0.19
1231,Videocámara,7926974,0.19
1625,Altavoces Bluetooth,1163671,0.19
1918,Máquina de afeitar eléctrica,7749795,0.19
2981,Cargador inalámbrico,8695164,0.19
621,Auriculares inalámbricos,7877718,0.19
553,Dron,4979913,0.19
1416,Batería externa,1691563,0.19
2860,Plancha de ropa con vapor,5380656,0.19
1366,Consola de videojuegos,4982618,0.19
589,Impresora,7578106,0.19
2296,Altavoces Bluetooth,1076398,0.19
583,Teclado mecánico,6637737,0.19
1442,Reloj inteligente para deportes,5029011,0.19
1429,Máquina de afeitar eléctrica,672811,0.19
710,Smartwatch,7591050,0.19
2231,Auriculares inalámbricos,8538268,0.19
466,Smartwatch,857318,0.19
1672,Consola de videojuegos,4495829,0.19
2058,Reproductor de DVD/Blu-ray,3332637,0.19
1425,Plancha de ropa con vapor,6485249,0.19
330,Tablet,562483,0.19
1931,Laptop,7151709,0.19
2189,Smartphone,787619,0.19
1073,Monitor de computadora,3985674,0.19
2697,Tableta gráfica,8019466,0.19
1674,Ratón óptico,3758952,0.19
1744,Teclado mecánico,6029241,0.19
501,Proyector,2042187,0.19
864,Tableta gráfica,7292177,0.19
1146,Reloj inteligente para deportes,6948867,0.19
1091,Batería externa,1877408,0.19
1025,Videocámara,9816265,0.19
1115,Kit de realidad virtual (VR),1125030,0.19
599,Cámara digital,8349660,0.19
1074,Kit de realidad virtual (VR),803379,0.19
173,Router inalámbrico,7466636,0.19
946,Termostato inteligente,8456294,0.19
2029,Sistema de sonido envolvente,6897377,0.19
1697,Smartwatch,6428417,0.19
983,Máquina de afeitar eléctrica,6852855,0.19
2309,Cargador inalámbrico,5202573,0.19
2036,Termostato inteligente,8408430,0.19
1191,Impresora,5478359,0.19
2356,Televisor,6120883,0.19
1420,Televisor,7995643,0.19
463,Teclado mecánico,3792220,0.19
423,Sistema de sonido envolvente,9688449,0.19
1875,Teclado mecánico,5370521,0.19
1365,Auriculares inalámbricos,9491916,0.19
2170,Termostato inteligente,1813250,0.19
1623,Plancha de ropa con vapor,9383588,0.19
1376,Ratón óptico,5949600,0.19
2293,Videocámara,7093139,0.19
2249,Robot aspirador,6900456,0.19
342,Robot aspirador,4972827,0.19
313,Televisor,4986826,0.19
661,Router inalámbrico,6492624,0.19
1466,Consola de videojuegos,4821313,0.19
646,Cámara digital,7567740,0.19
825,Tableta gráfica,2325213,0.19
95,Reproductor de DVD/Blu-ray,2972046,0.19
1756,Disco duro externo,2940078,0.19
2377,Smartphone,2790058,0.19
30,Teclado mecánico,3493734,0.19
799,Smartwatch,9396250,0.19
2180,Smartwatch,1120727,0.19
1104,Smartphone,784404,0.19
64,Smartwatch,2229319,0.19
2109,Teclado mecánico,1815837,0.19
1178,Teclado mecánico,2155219,0.19
1575,Televisor,539664,0.19
705,Ratón óptico,7286871,0.19
2095,Robot aspirador,7872136,0.19
2711,Reproductor de DVD/Blu-ray,4218087,0.19
1265,Sistema de sonido envolvente,9053778,0.19
494,Robot aspirador,4748398,0.19
561,Sistema de sonido envolvente,3421591,0.19
1254,Cargador inalámbrico,1723108,0.19
1793,Batería externa,6478851,0.19
28,Impresora,2464100,0.19
407,Laptop,7414619,0.19
832,Router inalámbrico,3701278,0.19
965,Plancha de ropa con vapor,2900935,0.19
385,Tablet,1205226,0.19
1239,Plancha de ropa con vapor,3166981,0.19
1381,Disco duro externo,8086188,0.19
2406,Cámara digital,2594919,0.19
1090,Consola de videojuegos,5506238,0.19
1471,Televisor,2253623,0.19
2519,Robot aspirador,5007435,0.19
837,Reloj inteligente para deportes,2314969,0.19
708,Disco duro externo,4953375,0.19
135,Proyector,2237714,0.19
1741,Smartwatch,9599859,0.19
469,Router inalámbrico,7896674,0.19
281,Tableta gráfica,1465219,0.19
2220,Plancha de ropa con vapor,1731123,0.19
354,Altavoces Bluetooth,812896,0.19
2474,Laptop,7108212,0.19
1279,Proyector,4323479,0.19
2180,Smartwatch,5361427,0.19
290,Reproductor de DVD/Blu-ray,5746755,0.19
669,Batería externa,949930,0.19
1398,Cámara digital,6467978,0.19
2410,Cámara digital,4851045,0.19
1989,Linterna LED,6217990,0.19
2321,Plancha de ropa con vapor,4997844,0.19
606,Consola de videojuegos,2095117,0.19
442,Laptop,6864868,0.19
2199,Videocámara,6885480,0.19
541,Cargador inalámbrico,5441411,0.19
971,Batería externa,5438136,0.19
2717,Consola de videojuegos,4592474,0.19
722,Robot aspirador,2050287,0.19
84,Auriculares inalámbricos,5618882,0.19
2560,Termostato inteligente,2419097,0.19
897,Kit de realidad virtual (VR),2105998,0.19
2022,Batería externa,2697740,0.19
1883,Proyector,5278025,0.19
2997,Altavoces Bluetooth,7089300,0.19
1915,Televisor,2193008,0.19
1613,Consola de videojuegos,3341503,0.19
2851,Televisor,8973713,0.19
2914,Máquina de afeitar eléctrica,9104258,0.19
59,Linterna LED,623723,0.19
2497,Máquina de afeitar eléctrica,4084472,0.19
530,Kit de realidad virtual (VR),1311783,0.19
940,Termostato inteligente,3848500,0.19
2335,Laptop,9915054,0.19
1267,Cámara digital,8274756,0.19
969,Batería externa,560056,0.19
2891,Sistema de sonido envolvente,855222,0.19
1863,Reproductor de DVD/Blu-ray,4616990,0.19
1586,Batería externa,9659812,0.19
2569,Televisor,5041042,0.19
2205,Termostato inteligente,8374304,0.19
1364,Plancha de ropa con vapor,2412857,0.19
1796,Videocámara,6449106,0.19
161,Plancha de ropa con vapor,8852850,0.19
483,Teclado mecánico,2220272,0.19
1163,Ratón óptico,4752371,0.19
1520,Altavoces Bluetooth,3137331,0.19
2388,Videocámara,7361171,0.19
77,Videocámara,7973541,0.19
1257,Termostato inteligente,1319689,0.19
2662,Proyector,4249809,0.19
317,Smartwatch,3426826,0.19
1196,Televisor,1170132,0.19
2323,Linterna LED,9586171,0.19
2313,Laptop,9301152,0.19
646,Ratón óptico,4116269,0.19
444,Laptop,6559809,0.19
2370,Linterna LED,5042603,0.19
1653,Altavoces Bluetooth,9976270,0.19
2349,Ratón óptico,3289362,0.19
941,Batería externa,8126555,0.19
2728,Máquina de afeitar eléctrica,5281149,0.19
1685,Proyector,8712170,0.19
2923,Impresora,8610713,0.19
1178,Linterna LED,6473713,0.19
1608,Proyector,9263750,0.19
2704,Termostato inteligente,802844,0.19
1376,Smartwatch,2856135,0.19
978,Termostato inteligente,8457150,0.19
278,Router inalámbrico,8251304,0.19
845,Ratón óptico,6253410,0.19
2639,Máquina de afeitar eléctrica,8058908,0.19
2125,Cámara digital,1004264,0.19
655,Altavoces Bluetooth,4338400,0.19
2028,Cámara digital,3278110,0.19
1943,Altavoces Bluetooth,6208742,0.19
761,Altavoces Bluetooth,8295847,0.19
2687,Cargador inalámbrico,3868546,0.19
1788,Consola de videojuegos,6403419,0.19
430,Ratón óptico,1555184,0.19
636,Teclado mecánico,7939310,0.19
1850,Videocámara,8988003,0.19
1192,Monitor de computadora,7327092,0.19
2173,Auriculares inalámbricos,8087561,0.19
684,Reloj inteligente para deportes,1674411,0.19
895,Reloj inteligente para deportes,1865906,0.19
1283,Teclado mecánico,836010,0.19
2634,Plancha de ropa con vapor,8988809,0.19
2137,Tablet,8018311,0.19
60,Videocámara,4390499,0.19
1288,Robot aspirador,4192339,0.19
2876,Consola de videojuegos,9126133,0.19
1256,Sistema de sonido envolvente,6534298,0.19
827,Cámara digital,9402838,0.19
246,Ratón óptico,7488273,0.19
2276,Tableta gráfica,8802984,0.19
2731,Cargador inalámbrico,2456609,0.19
2208,Cargador inalámbrico,1885412,0.19
613,Monitor de computadora,9622462,0.19
394,Sistema de sonido envolvente,3475020,0.19
1851,Videocámara,4197600,0.19
2422,Altavoces Bluetooth,4263689,0.19
2058,Máquina de afeitar eléctrica,6053449,0.19
1563,Tablet,3170334,0.19
2233,Tableta gráfica,9946348,0.19
2948,Linterna LED,2359306,0.19
2295,Reloj inteligente para deportes,943151,0.19
2751,Kit de realidad virtual (VR),5982776,0.19
18,Tablet,6879877,0.19
1055,Consola de videojuegos,4340412,0.19
2890,Máquina de afeitar eléctrica,9395394,0.19
2029,Reloj inteligente para deportes,5322183,0.19
1891,Monitor de computadora,8538149,0.19
851,Monitor de computadora,8244611,0.19
496,Consola de videojuegos,1689739,0.19
2485,Videocámara,7390275,0.19
1224,Altavoces Bluetooth,8222793,0.19
2274,Ratón óptico,8382265,0.19
2660,Linterna LED,2743522,0.19
1642,Tableta gráfica,9325316,0.19
512,Robot aspirador,9980327,0.19
235,Smartphone,2848273,0.19
1303,Termostato inteligente,2915229,0.19
968,Sistema de sonido envolvente,988175,0.19
662,Proyector,2027119,0.19
1881,Auriculares inalámbricos,6774418,0.19
2021,Termostato inteligente,9415396,0.19
698,Impresora,2076664,0.19
76,Monitor de computadora,8806306,0.19
1445,Tablet,2938948,0.19
2254,Monitor de computadora,3100674,0.19
1634,Router inalámbrico,3452887,0.19
526,Teclado mecánico,9567456,0.19
339,Tablet,8265292,0.19
1216,Tableta gráfica,1191800,0.19
703,Plancha de ropa con vapor,7307213,0.19
1179,Cargador inalámbrico,3517904,0.19
2298,Proyector,3700318,0.19
940,Smartwatch,6896346,0.19
650,Laptop,3504518,0.19
896,Kit de realidad virtual (VR),2182010,0.19
653,Tablet,8607863,0.19
58,Kit de realidad virtual (VR),1361807,0.19
637,Impresora,9098865,0.19
1197,Máquina de afeitar eléctrica,3433846,0.19
1944,Sistema de sonido envolvente,3375587,0.19
1289,Proyector,9715454,0.19
2269,Auriculares inalámbricos,4343001,0.19
148,Máquina de afeitar eléctrica,3721935,0.19
2397,Altavoces Bluetooth,3064071,0.19
1646,Kit de realidad virtual (VR),5783135,0.19
1757,Televisor,7902236,0.19
2974,Robot aspirador,4785927,0.19
1786,Cargador inalámbrico,9498077,0.19
939,Cargador inalámbrico,6237727,0.19
2400,Smartphone,787163,0.19
2404,Proyector,8948204,0.19
185,Monitor de computadora,3349511,0.19
564,Smartphone,8068293,0.19
2202,Dron,6537886,0.19
1707,Videocámara,6732073,0.19
1523,Altavoces Bluetooth,2522802,0.19
2309,Ratón óptico,5384875,0.19
1463,Ratón óptico,4247144,0.19
2775,Cámara digital,6065334,0.19
2767,Ratón óptico,7609513,0.19
1195,Kit de realidad virtual (VR),847203,0.19
1757,Router inalámbrico,7263477,0.19
2203,Consola de videojuegos,9235826,0.19
953,Consola de videojuegos,655309,0.19
2057,Cargador inalámbrico,5758616,0.19
824,Batería externa,1399137,0.19
1891,Plancha de ropa con vapor,883881,0.19
2775,Altavoces Bluetooth,1469699,0.19
2403,Reproductor de DVD/Blu-ray,3213037,0.19
81,Teclado mecánico,5489671,0.19
975,Tablet,8710057,0.19
2390,Tableta gráfica,5087929,0.19
1530,Smartwatch,5537980,0.19
1244,Smartphone,5511537,0.19
1063,Impresora,2939834,0.19
2670,Disco duro externo,1540892,0.19
201,Consola de videojuegos,6342576,0.19
2991,Consola de videojuegos,4820666,0.19
1519,Disco duro externo,1446203,0.19
79,Auriculares inalámbricos,8174144,0.19
518,Videocámara,1419753,0.19
1663,Smartphone,1648616,0.19
2389,Auriculares inalámbricos,4892959,0.19
1659,Laptop,3722890,0.19
1608,Cargador inalámbrico,1503343,0.19
1240,Batería externa,3896493,0.19
954,Televisor,4520692,0.19
351,Disco duro externo,5588257,0.19
1597,Tableta gráfica,3850207,0.19
1012,Videocámara,1694781,0.19
2146,Batería externa,9164335,0.19
1316,Reloj inteligente para deportes,8983042,0.19
664,Altavoces Bluetooth,3246701,0.19
2648,Videocámara,9123482,0.19
2851,Robot aspirador,4868314,0.19
99,Proyector,1082252,0.19
2422,Robot aspirador,3051438,0.19
2901,Dron,6666047,0.19
1864,Reloj inteligente para deportes,5952226,0.19
228,Teclado mecánico,3182735,0.19
1606,Tableta gráfica,7104609,0.19
2115,Altavoces Bluetooth,2160967,0.19
1224,Router inalámbrico,8132977,0.19
1030,Router inalámbrico,5806849,0.19
1009,Cargador inalámbrico,3747574,0.19
2904,Videocámara,6609026,0.19
244,Máquina de afeitar eléctrica,2006415,0.19
892,Disco duro externo,8083324,0.19
2882,Router inalámbrico,4983137,0.19
1570,Altavoces Bluetooth,4698072,0.19
563,Tablet,3477501,0.19
236,Laptop,5522782,0.19
1751,Teclado mecánico,5128385,0.19
38,Laptop,9363958,0.19
2986,Robot aspirador,3042893,0.19
566,Tableta gráfica,2378908,0.19
1953,Kit de realidad virtual (VR),7344609,0.19
905,Kit de realidad virtual (VR),657236,0.19
1367,Plancha de ropa con vapor,6958136,0.19
1270,Auriculares inalámbricos,3902551,0.19
2170,Tableta gráfica,9507412,0.19
2298,Reproductor de DVD/Blu-ray,7895216,0.19
2246,Tablet,7368589,0.19
2941,Batería externa,1223528,0.19
400,Kit de realidad virtual (VR),718607,0.19
2899,Linterna LED,4716349,0.19
2669,Monitor de computadora,6484277,0.19
1248,Impresora,6186356,0.19
2142,Tablet,9088319,0.19
1937,Altavoces Bluetooth,2097190,0.19
890,Cargador inalámbrico,1393891,0.19
342,Cámara digital,2221532,0.19
1849,Reproductor de DVD/Blu-ray,9945681,0.19
1164,Batería externa,6660823,0.19
5,Tableta gráfica,1702233,0.19
2756,Batería externa,8744953,0.19
167,Reproductor de DVD/Blu-ray,6538249,0.19
2564,Monitor de computadora,3930879,0.19
2993,Impresora,9020650,0.19
130,Videocámara,2996779,0.19
2189,Batería externa,6110594,0.19
2582,Laptop,2324365,0.19
1860,Proyector,8753949,0.19
459,Cámara digital,7105695,0.19
1951,Proyector,7282511,0.19
262,Router inalámbrico,4656707,0.19
458,Videocámara,3934486,0.19
1749,Disco duro externo,8807798,0.19
